config,path,solver,ode_steps,tau,seed,n_steps,elbo,kl,elbo_mc_stderr,ms_per_step,cumulative_train_s
ODE geometric dopri5,geometric,dopri5,,,1,800,-0.10605944693088531,0.10605944693088531,0.004386864136904478,100.85321145874332,80.68256916699465
ODE geometric dopri5,geometric,dopri5,,,1,1600,-0.07653209567070007,0.07653209567070007,0.0036968167405575514,109.81264494810603,175.70023191696964
ODE geometric dopri5,geometric,dopri5,,,1,3200,-0.06804412603378296,0.06804412603378296,0.0034013933036476374,113.35580032558937,362.738561041886
Exact Marginalization,,,,,3,200,-0.5425822138786316,0.5425822138786316,0.015993984416127205,8.957985000452027,1.7915970000904053
Exact Marginalization,,,,,3,400,-0.1626937985420227,0.1626937985420227,0.005829706788063049,8.87055302009685,3.54822120803874
Exact Marginalization,,,,,3,800,-0.07018085569143295,0.07018085569143295,0.003748876042664051,8.895907083788188,7.1167256670305505
Exact Marginalization,,,,,3,1600,-0.04612412303686142,0.04612412303686142,0.0024798691738396883,8.988464505018783,14.381543208030052
Exact Marginalization,,,,,3,3200,-0.042048513889312744,0.042048513889312744,0.0027945174369961023,9.022016861890734,28.870453958050348
Exact Marginalization,,,,,1,200,-0.4112813174724579,0.4112813174724579,0.026871440932154655,8.664560415199958,1.7329120830399916
Exact Marginalization,,,,,1,400,-0.10434623062610626,0.10434623062610626,0.005911283195018768,8.608828852593433,3.4435315410373732
Exact Marginalization,,,,,1,800,-0.06744710355997086,0.06744710355997086,0.003669906873255968,8.634984947566409,6.907987958053127
Exact Marginalization,,,,,1,1600,-0.04855649173259735,0.04855649173259735,0.002698260825127363,8.790091067567118,14.06414570810739
Exact Marginalization,,,,,1,3200,-0.0400778204202652,0.0400778204202652,0.0027939132414758205,8.848047395658796,28.313751666108146
Exact Marginalization,,,,,2,200,-0.537120521068573,0.537120521068573,0.029108926653862,8.45967291505076,1.691934583010152
Exact Marginalization,,,,,2,400,-0.16145214438438416,0.16145214438438416,0.00593496672809124,8.38860479008872,3.3554419160354882
Exact Marginalization,,,,,2,800,-0.0955299660563469,0.0955299660563469,0.004608700983226299,8.386259843682637,6.70900787494611
Exact Marginalization,,,,,2,1600,-0.056907061487436295,0.056907061487436295,0.003381337970495224,8.501845911232522,13.602953457972035
Exact Marginalization,,,,,2,3200,-0.042691294103860855,0.042691294103860855,0.002501518465578556,8.529744752486295,27.295183207956143
Straight-Through (tau=0.3),,,,0.3,3,200,-1.0787709951400757,1.0787709951400757,0.03277921676635742,3.198242500075139,0.6396485000150278
Straight-Through (tau=0.3),,,,0.3,3,400,-0.30050918459892273,0.30050918459892273,0.009535139426589012,3.3344976051012054,1.3337990420404822
Straight-Through (tau=0.3),,,,0.3,3,800,-0.1060476303100586,0.1060476303100586,0.003978842869400978,3.3288155212358106,2.6630524169886485
Straight-Through (tau=0.3),,,,0.3,3,1600,-0.05835834890604019,0.05835834890604019,0.003381298389285803,3.268249583124998,5.229199332999997
Straight-Through (tau=0.3),,,,0.3,3,3200,-0.04692377895116806,0.04692377895116806,0.002605905057862401,3.2831140756388777,10.505965042044409
Straight-Through (tau=0.3),,,,0.3,1,200,-0.7221753001213074,0.7221753001213074,0.043990280479192734,3.183387290337123,0.6366774580674246
Straight-Through (tau=0.3),,,,0.3,1,400,-0.16031065583229065,0.16031065583229065,0.004815285559743643,3.165700414974708,1.2662801659898832
Straight-Through (tau=0.3),,,,0.3,1,800,-0.1141587644815445,0.1141587644815445,0.00451392587274313,3.1681723437213805,2.5345378749771044
Straight-Through (tau=0.3),,,,0.3,1,1600,-0.11096592247486115,0.11096592247486115,0.0043711368925869465,3.2257608593499754,5.161217374959961
Straight-Through (tau=0.3),,,,0.3,1,3200,-0.1050412505865097,0.1050412505865097,0.004488359671086073,3.231645169071271,10.341264541028067
Straight-Through (tau=0.3),,,,0.3,2,200,-0.8088197708129883,0.8088197708129883,0.040388256311416626,3.032655415008776,0.6065310830017552
Straight-Through (tau=0.3),,,,0.3,2,400,-0.2176923304796219,0.2176923304796219,0.006789752747863531,3.0411406251369044,1.2164562500547618
Straight-Through (tau=0.3),,,,0.3,2,800,-0.11498865485191345,0.11498865485191345,0.004742813296616077,3.0494629687746055,2.4395703750196844
Straight-Through (tau=0.3),,,,0.3,2,1600,-0.10368198156356812,0.10368198156356812,0.0042487503960728645,3.05160919255286,4.882574708084576
Straight-Through (tau=0.3),,,,0.3,2,3200,-0.08394083380699158,0.08394083380699158,0.004556611645966768,3.123277447812143,9.994487832998857
ODE linear euler (steps=32),linear,euler,32.0,,3,200,-0.6765760183334351,0.6765760183334351,0.019563481211662292,59.196223960025236,11.839244792005047
ODE linear euler (steps=32),linear,euler,32.0,,3,400,-0.31434768438339233,0.31434768438339233,0.008642674423754215,59.24348114494933,23.69739245797973
ODE linear euler (steps=32),linear,euler,32.0,,3,800,-0.10899227857589722,0.10899227857589722,0.004682871047407389,59.39618880249327,47.516951041994616
ODE linear euler (steps=32),linear,euler,32.0,,3,1600,-0.054850272834300995,0.054850272834300995,0.0026618889532983303,59.45292367192451,95.12467787507921
ODE linear euler (steps=32),linear,euler,32.0,,3,3200,-0.046438004821538925,0.046438004821538925,0.00279076281003654,59.18826014312799,189.40243245800957
ODE linear euler (steps=32),linear,euler,32.0,,1,200,-0.5514942407608032,0.5514942407608032,0.03182002156972885,78.57078041473869,15.714156082947738
ODE linear euler (steps=32),linear,euler,32.0,,1,400,-0.167464941740036,0.167464941740036,0.005936965811997652,78.60538593755336,31.442154375021346
ODE linear euler (steps=32),linear,euler,32.0,,1,800,-0.10192389786243439,0.10192389786243439,0.004175871144980192,78.79672942741308,63.03738354193047
ODE linear euler (steps=32),linear,euler,32.0,,1,1600,-0.07524693757295609,0.07524693757295609,0.0037173880264163017,70.31658270811022,112.50653233297635
ODE linear euler (steps=32),linear,euler,32.0,,1,3200,-0.06536233425140381,0.06536233425140381,0.0033919652923941612,64.21780180997303,205.49696579191368
ODE linear euler (steps=32),linear,euler,32.0,,2,200,-0.755558431148529,0.755558431148529,0.0315651036798954,75.80832353967708,15.161664707935415
ODE linear euler (steps=32),linear,euler,32.0,,2,400,-0.21624784171581268,0.21624784171581268,0.008034574799239635,75.78285728988703,30.313142915954813
ODE linear euler (steps=32),linear,euler,32.0,,2,800,-0.11186133325099945,0.11186133325099945,0.0039006134029477835,73.47273197869072,58.778185582952574
ODE linear euler (steps=32),linear,euler,32.0,,2,1600,-0.08742225915193558,0.08742225915193558,0.004111448302865028,64.4735133593349,103.15762137493584
ODE linear euler (steps=32),linear,euler,32.0,,2,3200,-0.06227022781968117,0.06227022781968117,0.0037411756347864866,60.066583398438524,192.21306687500328
ODE linear rk4 (steps=4),linear,rk4,4.0,,3,200,-0.6850323677062988,0.6850323677062988,0.019421294331550598,29.798772705253214,5.959754541050643
ODE linear rk4 (steps=4),linear,rk4,4.0,,3,400,-0.3110257685184479,0.3110257685184479,0.009423652663826942,29.749863437609747,11.899945375043899
