config,estimator,ablation_group,seed,n_steps,diverged,diverged_at_step,elbo,kl,elbo_mc_stderr,ms_per_step,nfe_per_step,cumulative_train_s,grad_norm_mean,grad_norm_p95,kwarg_MC_samples,kwarg_baseline,kwarg_temperature,kwarg_anneal_rate,kwarg_min_temperature,kwarg_mode,kwarg_ode_steps,kwarg_path,kwarg_ode_solver,kwarg_rtol,kwarg_atol,unstable
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,2,5000,False,,-0.10490334033966064,0.10490334033966064,0.004527396056801081,3.441133425012231,,17.205667125061154,1.2483174378288326,3.1592726707458496,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,2,10000,False,,-0.08525232970714569,0.08525232970714569,0.004646079149097204,3.540940825000871,,35.40940825000871,1.2483174378288326,3.1592726707458496,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,1,200,False,,-5.277851104736328,5.277851104736328,0.23920100927352905,3.580423750099726,,0.7160847500199452,1.1923768312475012,3.053110122680664,64,,0.5,1.0,1e-06,straight_through,,,,,,True
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,1,500,False,,-1.460514783859253,1.460514783859253,0.08104725927114487,3.511546584079042,,1.755773292039521,1.1923768312475012,3.053110122680664,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,1,1000,False,,-0.46303439140319824,0.46303439140319824,0.03181162104010582,3.56988495902624,,3.56988495902624,1.1923768312475012,3.053110122680664,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,1,2000,False,,-0.2173413634300232,0.2173413634300232,0.008565593510866165,3.560281458485406,,7.120562916970812,1.1923768312475012,3.053110122680664,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,1,5000,False,,-0.12563365697860718,0.12563365697860718,0.0056107123382389545,3.51710048338864,,17.5855024169432,1.1923768312475012,3.053110122680664,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,1,10000,False,,-0.060352277010679245,0.060352277010679245,0.003178562503308058,3.5366445666993966,,35.36644566699397,1.1923768312475012,3.053110122680664,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,4,200,False,,-5.162644386291504,5.162644386291504,0.16810891032218933,3.7504458299372345,,0.7500891659874469,1.1391070658353528,2.972723960876465,64,,0.5,1.0,1e-06,straight_through,,,,,,True
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,4,500,False,,-1.5796921253204346,1.5796921253204346,0.06531721353530884,3.6160115820821375,,1.8080057910410687,1.1391070658353528,2.972723960876465,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,4,1000,False,,-0.42511898279190063,0.42511898279190063,0.021749503910541534,3.5436765409540385,,3.5436765409540385,1.1391070658353528,2.972723960876465,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,4,2000,False,,-0.21043840050697327,0.21043840050697327,0.009132413193583488,3.529929833021015,,7.05985966604203,1.1391070658353528,2.972723960876465,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,4,5000,False,,-0.1130743995308876,0.1130743995308876,0.006185293197631836,3.5337384165963157,,17.66869208298158,1.1391070658353528,2.972723960876465,64,,0.5,1.0,1e-06,straight_through,,,,,,False
